"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","41.01905","-74.233383","149.4","2024",,,,,,,,,,
"USW00054793","SUSSEX AIRPORT, NJ US","41.19925","-74.62592","127.5","2023",,,,,,,,,,
"USW00054793","SUSSEX AIRPORT, NJ US","41.19925","-74.62592","127.5","2024","-4","W,1223, ","96","W,0716,+","53.3","W","64.2","W","42.3","W"
"USW00054793","SUSSEX AIRPORT, NJ US","41.19925","-74.62592","127.5","2025",,,,,,,,,,
"US1NJMC0002","HAMILTON TWP 2.3 NE, NJ US","40.2286263784272","-74.6471536159515","24.7","2023",,,,,,,,,,
"US1NJMC0002","HAMILTON TWP 2.3 NE, NJ US","40.2286263784272","-74.6471536159515","24.7","2024",,,,,,,,,,
"USR0000JEBF","EB FORSYTHE NEW JERSEY, NJ US","39.5","-74.5","396.2","2023","11","U,0204, ","97","U,0906, ","57.4","U","66.0","U","48.8","U"
"USR0000JEBF","EB FORSYTHE NEW JERSEY, NJ US","39.5","-74.5","396.2","2024","9","U,1223, ","94","U,0828, ","56.9","U","65.1","U","48.7","U"
"USR0000JEBF","EB FORSYTHE NEW JERSEY, NJ US","39.5","-74.5","396.2","2025","9","U,0123, ","100","U,0625, ","55.4","U","63.3","U","47.6","U"
"USC00289363","WERTSVILLE 4 NE, NJ US","40.45201","-74.77911","86.3","2023","5","7,0204, ","95","7,0603, ","53.5","7","64.1","7","42.9","7"
"USC00289363","WERTSVILLE 4 NE, NJ US","40.45201","-74.77911","86.3","2024",,,,,,,,,,
"USC00289363","WERTSVILLE 4 NE, NJ US","40.45201","-74.77911","86.3","2025",,,,,,,,,,
"US1NJOC0012","STAFFORD TWP 2.1 NW, NJ US","39.728719","-74.289391","21.0","2023",,,,,,,,,,
"US1NJOC0012","STAFFORD TWP 2.1 NW, NJ US","39.728719","-74.289391","21.0","2024",,,,,,,,,,
"US1NJOC0012","STAFFORD TWP 2.1 NW, NJ US","39.728719","-74.289391","21.0","2025",,,,,,,,,,
"US1NJOC0013","POINT PLEASANT BEACH 0.5 SW, NJ US","40.087813","-74.05201","4.0","2023",,,,,,,,,,
"US1NJOC0013","POINT PLEASANT BEACH 0.5 SW, NJ US","40.087813","-74.05201","4.0","2024",,,,,,,,,,
"US1NJOC0013","POINT PLEASANT BEACH 0.5 SW, NJ US","40.087813","-74.05201","4.0","2025",,,,,,,,,,
"US1NJMS0113","JEFFERSON TWP 3.1 WSW, NJ US","40.987043","-74.610596","282.5","2023",,,,,,,,,,
"US1NJMS0113","JEFFERSON TWP 3.1 WSW, NJ US","40.987043","-74.610596","282.5","2024",,,,,,,,,,
"US1NJMS0113","JEFFERSON TWP 3.1 WSW, NJ US","40.987043","-74.610596","282.5","2025",,,,,,,,,,
"US1NJMS0114","LONG HILL TWP 1.9 WSW, NJ US","40.6711067","-74.52058","81.4","2024",,,,,,,,,,
"US1NJMS0114","LONG HILL TWP 1.9 WSW, NJ US","40.6711067","-74.52058","81.4","2025",,,,,,,,,,
"US1NJSM0005","BRIDGEWATER TWP 3.4 NW, NJ US","40.626232","-74.65474","32.9","2023",,,,,,,,,,
"US1NJSM0005","BRIDGEWATER TWP 3.4 NW, NJ US","40.626232","-74.65474","32.9","2024",,,,,,,,,,
"US1NJSM0005","BRIDGEWATER TWP 3.4 NW, NJ US","40.626232","-74.65474","32.9","2025",,,,,,,,,,
"US1NJES0024","CEDAR GROVE TWP 0.4 W, NJ US","40.855695","-74.235564","108.5","2023",,,,,,,,,,
"US1NJES0024","CEDAR GROVE TWP 0.4 W, NJ US","40.855695","-74.235564","108.5","2024",,,,,,,,,,
"US1NJES0024","CEDAR GROVE TWP 0.4 W, NJ US","40.855695","-74.235564","108.5","2025",,,,,,,,,,
"US1NJMS0111","MOUNT OLIVE TWP 1.6 NNW, NJ US","40.885517","-74.759639","316.4","2023",,,,,,,,,,
"US1NJMS0111","MOUNT OLIVE TWP 1.6 NNW, NJ US","40.885517","-74.759639","316.4","2024",,,,,,,,,,
"US1NJMS0111","MOUNT OLIVE TWP 1.6 NNW, NJ US","40.885517","-74.759639","316.4","2025",,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2023","3","7,0205,+","97","7,0706, ","56.9","7","65.6","7","48.2","7"
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2024","9","7,1223, ","101","7,0717, ","57.1","7","65.8","7","48.3","7"
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2025","9","7,0123,+","103","7,0625,+","55.3","7","63.8","7","46.7","7"
"USC00285728","MOORESTOWN 4 E, NJ US","39.96834","-74.86499","10.1","2023","11","7,0205,+","96","7,0908, ","55.9","7","66.6","7","45.2","7"
"USC00285728","MOORESTOWN 4 E, NJ US","39.96834","-74.86499","10.1","2024","8","7,1223, ","98","7,0717, ","55.6","7","66.2","7","45.0","7"
"USC00285728","MOORESTOWN 4 E, NJ US","39.96834","-74.86499","10.1","2025","2","7,0123, ","99","7,0625, ","53.7","7","63.8","7","43.5","7"
"US1NJGL0044","SOUTH HARRISON TWP 2.1 ESE, NJ US","39.68253","-75.22395","45.7","2023",,,,,,,,,,
"US1NJGL0044","SOUTH HARRISON TWP 2.1 ESE, NJ US","39.68253","-75.22395","45.7","2024",,,,,,,,,,
"US1NJMD0045","WOODBRIDGE TWP 1.1 NNE, NJ US","40.5759108","-74.2846869","21.6","2024",,,,,,,,,,
"US1NJMD0045","WOODBRIDGE TWP 1.1 NNE, NJ US","40.5759108","-74.2846869","21.6","2025",,,,,,,,,,
"US1NJSM0002","BERNARDS TWP 0.9 ENE, NJ US","40.683056","-74.552361","91.7","2023",,,,,,,,,,
"US1NJSM0002","BERNARDS TWP 0.9 ENE, NJ US","40.683056","-74.552361","91.7","2024",,,,,,,,,,
"US1NJSM0002","BERNARDS TWP 0.9 ENE, NJ US","40.683056","-74.552361","91.7","2025",,,,,,,,,,
"US1NJMD0043","WOODBRIDGE TWP 1.1 ESE, NJ US","40.5554","-74.274","4.0","2023",,,,,,,,,,
"US1NJMD0043","WOODBRIDGE TWP 1.1 ESE, NJ US","40.5554","-74.274","4.0","2024",,,,,,,,,,
"US1NJMD0043","WOODBRIDGE TWP 1.1 ESE, NJ US","40.5554","-74.274","4.0","2025",,,,,,,,,,
"USC00283706","HIGHLAND LAKES 1 SW, NJ US","41.16332","-74.45938","415.4","2023","-7","7,0204, ","88","7,0908,+","50.5","7","58.8","7","42.3","7"
"USC00283706","HIGHLAND LAKES 1 SW, NJ US","41.16332","-74.45938","415.4","2024",,,,,,,,,,
"USC00283706","HIGHLAND LAKES 1 SW, NJ US","41.16332","-74.45938","415.4","2025",,,,,,,,,,
"US1NJPS0012","LITTLE FALLS TWP 0.5 WNW, NJ US","40.879633","-74.227041","58.5","2023",,,,,,,,,,
"US1NJPS0012","LITTLE FALLS TWP 0.5 WNW, NJ US","40.879633","-74.227041","58.5","2024",,,,,,,,,,
"US1NJPS0012","LITTLE FALLS TWP 0.5 WNW, NJ US","40.879633","-74.227041","58.5","2025",,,,,,,,,,
"US1NJAT0022","GALLOWAY TWP 0.9 E, NJ US","39.4902267456055","-74.4608688354492","9.4","2023",,,,,,,,,,
"US1NJAT0022","GALLOWAY TWP 0.9 E, NJ US","39.4902267456055","-74.4608688354492","9.4","2024",,,,,,,,,,
"US1NJAT0022","GALLOWAY TWP 0.9 E, NJ US","39.4902267456055","-74.4608688354492","9.4","2025",,,,,,,,,,
"US1NJBG0039","RIVER EDGE 0.4 NNE, NJ US","40.932076","-74.035372","23.2","2024",,,,,,,,,,
"USC00283951","HIGHTSTOWN 2 W, NJ US","40.26639","-74.56417","30.5","2023","7","7,0205,+","98","7,0908, ","55.5","7","66.9","7","44.1","7"
"USC00283951","HIGHTSTOWN 2 W, NJ US","40.26639","-74.56417","30.5","2024","6","7,1224,+","100","7,0803,+","55.8","7","67.2","7","44.4","7"
"USC00283951","HIGHTSTOWN 2 W, NJ US","40.26639","-74.56417","30.5","2025","1","7,0123,+","100","7,0625, ","54.0","7","65.0","7","43.0","7"
"US1NJMS0006","ROCKAWAY 0.4 NNW, NJ US","40.901836","-74.518873","216.1","2025",,,,,,,,,,
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2023","16","W,0204, ","88","W,0906,+","57.7","W","62.9","W","52.5","W"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2024","13","H,1223, ","85","H,0801,+","56.8","H","62.0","H","51.7","H"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2025",,,,,,,,,,
"US1NJWR0020","OXFORD TWP 0.6 SSW, NJ US","40.801434","-74.997822","152.1","2023",,,,,,,,,,
"US1NJWR0020","OXFORD TWP 0.6 SSW, NJ US","40.801434","-74.997822","152.1","2024",,,,,,,,,,
"US1NJWR0020","OXFORD TWP 0.6 SSW, NJ US","40.801434","-74.997822","152.1","2025",,,,,,,,,,
"US1NJGL0033","PITMAN 0.7 ENE, NJ US","39.736993","-75.118857","29.0","2023",,,,,,,,,,
"US1NJGL0033","PITMAN 0.7 ENE, NJ US","39.736993","-75.118857","29.0","2024",,,,,,,,,,
"US1NJGL0033","PITMAN 0.7 ENE, NJ US","39.736993","-75.118857","29.0","2025",,,,,,,,,,
"US1NJMS0087","MOUNT ARLINGTON 0.8 S, NJ US","40.90789","-74.64077","323.7","2023",,,,,,,,,,
"US1NJMS0087","MOUNT ARLINGTON 0.8 S, NJ US","40.90789","-74.64077","323.7","2024",,,,,,,,,,
"US1NJMS0087","MOUNT ARLINGTON 0.8 S, NJ US","40.90789","-74.64077","323.7","2025",,,,,,,,,,
"US1NJWR0023","WHITE TWP 1.7 S, NJ US","40.79635791","-75.04473641","270.7","2023",,,,,,,,,,
"US1NJWR0023","WHITE TWP 1.7 S, NJ US","40.79635791","-75.04473641","270.7","2024",,,,,,,,,,
"USC00280848","BLACKWOOD 1 S, NJ US","39.786","-75.06704","14.9","2023",,,,,,,,,,
"USC00280848","BLACKWOOD 1 S, NJ US","39.786","-75.06704","14.9","2024",,,,,,,,,,
"USC00280847","BLACKWELLS MILLS, NJ US","40.45928","-74.58366","24.1","2023",,,,,,,,,,
"USC00280847","BLACKWELLS MILLS, NJ US","40.45928","-74.58366","24.1","2024",,,,,,,,,,
"USC00285346","MAYS LANDING 1 W, NJ US","39.45044","-74.74723","8.5","2024",,,,,,,,,,
"USW00014792","TRENTON MERCER AIRPORT, NJ US","40.27681","-74.81587","57.9","2023","7","W,0204, ","93","W,0908,+","55.3","W","64.9","W","45.8","W"
"USW00014792","TRENTON MERCER AIRPORT, NJ US","40.27681","-74.81587","57.9","2024","5","W,1223, ","98","W,0716, ","55.8","W","65.3","W","46.3","W"
"USW00014792","TRENTON MERCER AIRPORT, NJ US","40.27681","-74.81587","57.9","2025","2","D,0122, ","98","D,0624, ","53.8","D","63.1","D","44.4","D"
"US1NJAT0053","HAMILTON TWP 4.5 NW, NJ US","39.5287758","-74.8125522","29.9","2024",,,,,,,,,,
"US1NJAT0053","HAMILTON TWP 4.5 NW, NJ US","39.5287758","-74.8125522","29.9","2025",,,,,,,,,,
"US1NJMC0027","HOPEWELL TWP 2.4 NW, NJ US","40.373523","-74.834657","80.8","2023",,,,,,,,,,
"US1NJMC0027","HOPEWELL TWP 2.4 NW, NJ US","40.373523","-74.834657","80.8","2024",,,,,,,,,,
"USC00287486","RIEGELSVILLE, NJ US","40.59446","-75.18967","47.9","2023",,,,,,,,,,
"USC00287486","RIEGELSVILLE, NJ US","40.59446","-75.18967","47.9","2024",,,,,,,,,,
"USC00287486","RIEGELSVILLE, NJ US","40.59446","-75.18967","47.9","2025",,,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","40.85898","-74.05616","0.8","2023","2","W,0204, ","99","W,0907, ","56.2","W","65.4","W","47.0","W"
"USW00094741","TETERBORO AIRPORT, NJ US","40.85898","-74.05616","0.8","2024","9","W,1223, ","101","W,0716, ","56.8","W","65.8","W","47.8","W"
"USW00094741","TETERBORO AIRPORT, NJ US","40.85898","-74.05616","0.8","2025","6","d,0121, ","101","d,0729,+","55.2","d","64.3","d","46.1","d"
"USC00288173","SOMERDALE 4 SW, NJ US","39.83671","-75.04462","16.8","2023",,,,,,,,,,
"USC00288173","SOMERDALE 4 SW, NJ US","39.83671","-75.04462","16.8","2024",,,,,,,,,,
"USC00288173","SOMERDALE 4 SW, NJ US","39.83671","-75.04462","16.8","2025",,,,,,,,,,
"US1NJMN0070","UPPER FREEHOLD TWP 2.3 S, NJ US","40.121713","-74.519761","32.6","2023",,,,,,,,,,
"US1NJMN0070","UPPER FREEHOLD TWP 2.3 S, NJ US","40.121713","-74.519761","32.6","2024",,,,,,,,,,
"US1NJMN0070","UPPER FREEHOLD TWP 2.3 S, NJ US","40.121713","-74.519761","32.6","2025",,,,,,,,,,
"US1NJMD0104","HIGHLAND PARK 0.4 NE, NJ US","40.504313","-74.423443","22.3","2023",,,,,,,,,,
"US1NJMD0104","HIGHLAND PARK 0.4 NE, NJ US","40.504313","-74.423443","22.3","2024",,,,,,,,,,
"US1NJMD0104","HIGHLAND PARK 0.4 NE, NJ US","40.504313","-74.423443","22.3","2025",,,,,,,,,,
"US1NJMD0069","PLAINSBORO TWP 1.8 ESE, NJ US","40.3319625854492","-74.5537567138672","30.2","2023",,,,,,,,,,
"US1NJMD0069","PLAINSBORO TWP 1.8 ESE, NJ US","40.3319625854492","-74.5537567138672","30.2","2024",,,,,,,,,,
"US1NJMD0069","PLAINSBORO TWP 1.8 ESE, NJ US","40.3319625854492","-74.5537567138672","30.2","2025",,,,,,,,,,
"USW00014706","MCGUIRE AFB, NJ US","40.01667","-74.6","39.9","2025","4","2,0123, ","100","2,0624, ","55.8","2","64.8","2","46.7","2"
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","39.94076","-74.84075","15.2","2023",,,,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","39.94076","-74.84075","15.2","2024",,,,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","39.94076","-74.84075","15.2","2025","1","d,0123, ","100","d,0624, ","54.5","d","64.3","d","44.8","d"
"USW00013735","MILLVILLE MUNICIPAL AIRPORT, NJ US","39.36623","-75.07778","17.8","2023","11","W,0204, ","95","W,0906, ","56.0","W","67.2","W","44.9","W"
"USW00013735","MILLVILLE MUNICIPAL AIRPORT, NJ US","39.36623","-75.07778","17.8","2024","5","W,1223, ","96","W,0716,+","56.2","W","67.3","W","45.2","W"
"USW00013735","MILLVILLE MUNICIPAL AIRPORT, NJ US","39.36623","-75.07778","17.8","2025","0","d,0123, ","101","d,0624, ","54.2","d","64.6","d","43.8","d"
"US1NJSM0104","BERNARDSVILLE 0.7 W, NJ US","40.727317","-74.604128","237.7","2024",,,,,,,,,,
"US1NJSM0104","BERNARDSVILLE 0.7 W, NJ US","40.727317","-74.604128","237.7","2025",,,,,,,,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","40.45623","-74.241325","7.6","2023",,,,,,,,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","40.45623","-74.241325","7.6","2024",,,,,,,,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","40.45623","-74.241325","7.6","2025",,,,,,,,,,
"USC00280734","BELVIDERE BRIDGE, NJ US","40.82915","-75.08339","80.2","2023","-6","7,0205, ","96","7,0603, ","53.2","7","64.6","7","41.8","7"
"USC00280734","BELVIDERE BRIDGE, NJ US","40.82915","-75.08339","80.2","2024","-10","7,1224,+",,,,,,,"41.4","7"
"USC00280734","BELVIDERE BRIDGE, NJ US","40.82915","-75.08339","80.2","2025",,,,,,,,,,
"US1NJMS0011","BOONTON 0.6 NW, NJ US","40.909623","-74.414145","188.7","2023",,,,,,,,,,
"US1NJMS0011","BOONTON 0.6 NW, NJ US","40.909623","-74.414145","188.7","2025",,,,,,,,,,
"US1NJWR0034","BLAIRSTOWN TWP 2.4 E, NJ US","40.9814","-74.9523","139.9","2023",,,,,,,,,,
"US1NJWR0034","BLAIRSTOWN TWP 2.4 E, NJ US","40.9814","-74.9523","139.9","2024",,,,,,,,,,
"US1NJWR0034","BLAIRSTOWN TWP 2.4 E, NJ US","40.9814","-74.9523","139.9","2025",,,,,,,,,,
"US1NJCD0001","UPPER DEERFIELD TWP 1.7 SW, NJ US","39.475532","-75.238314","21.9","2023",,,,,,,,,,
"US1NJCD0001","UPPER DEERFIELD TWP 1.7 SW, NJ US","39.475532","-75.238314","21.9","2024",,,,,,,,,,
"US1NJCD0001","UPPER DEERFIELD TWP 1.7 SW, NJ US","39.475532","-75.238314","21.9","2025",,,,,,,,,,
"US1NJSM0068","MANVILLE 0.6 W, NJ US","40.54261","-74.60065","18.6","2023",,,,,,,,,,
"US1NJSM0068","MANVILLE 0.6 W, NJ US","40.54261","-74.60065","18.6","2024",,,,,,,,,,
"US1NJSM0068","MANVILLE 0.6 W, NJ US","40.54261","-74.60065","18.6","2025",,,,,,,,,,
"US1NJMS0094","JEFFERSON TWP 4.4 SW, NJ US","40.964044","-74.621629","292.0","2023",,,,,,,,,,
"US1NJMS0094","JEFFERSON TWP 4.4 SW, NJ US","40.964044","-74.621629","292.0","2024",,,,,,,,,,
"US1NJMS0094","JEFFERSON TWP 4.4 SW, NJ US","40.964044","-74.621629","292.0","2025",,,,,,,,,,
"US1NJSM0065","HILLSBOROUGH TWP 3.5 SE, NJ US","40.467727","-74.621788","34.7","2023",,,,,,,,,,
"US1NJSM0065","HILLSBOROUGH TWP 3.5 SE, NJ US","40.467727","-74.621788","34.7","2024",,,,,,,,,,
"US1NJSM0065","HILLSBOROUGH TWP 3.5 SE, NJ US","40.467727","-74.621788","34.7","2025",,,,,,,,,,
"US1NJWR0037","FRELINGHUYSEN TWP 1.5 WNW, NJ US","40.9715","-74.9198","207.3","2023",,,,,,,,,,
"US1NJWR0037","FRELINGHUYSEN TWP 1.5 WNW, NJ US","40.9715","-74.9198","207.3","2024",,,,,,,,,,
"US1NJWR0037","FRELINGHUYSEN TWP 1.5 WNW, NJ US","40.9715","-74.9198","207.3","2025",,,,,,,,,,
"US1NJSM0066","FAR HILLS 1.2 S, NJ US","40.67335","-74.62358333","82.3","2023",,,,,,,,,,
"US1NJSM0066","FAR HILLS 1.2 S, NJ US","40.67335","-74.62358333","82.3","2024",,,,,,,,,,
"US1NJSM0066","FAR HILLS 1.2 S, NJ US","40.67335","-74.62358333","82.3","2025",,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","40.0135","-74.81796","17.7","2023","8","7,0205, ","97","7,0908, ","55.8","7","66.3","7","45.3","7"
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","40.0135","-74.81796","17.7","2024","5","7,1223, ","98","7,0803,+","56.1","7","66.6","7","45.5","7"
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","40.0135","-74.81796","17.7","2025","-1","7,0124,+","100","7,0625, ","54.0","7","64.3","7","43.7","7"
"USC00287899","SCHOOLEY S MOUNTAIN 1 SW, NJ US","40.78578","-74.83188","301.1","2023","0","7,0205,+","93","7,0603, ","52.3","7","62.2","7","42.4","7"
"USC00287899","SCHOOLEY S MOUNTAIN 1 SW, NJ US","40.78578","-74.83188","301.1","2024","-1","7,1224,+","93","7,0717,+","52.2","7","62.1","7","42.3","7"
"USC00287899","SCHOOLEY S MOUNTAIN 1 SW, NJ US","40.78578","-74.83188","301.1","2025","-3","7,0123, ","96","7,0625, ","50.5","7","60.3","7","40.7","7"
"US1NJUN0039","CLARK TWP 0.7 SSW, NJ US","40.611071","-74.319512","32.3","2023",,,,,,,,,,
"US1NJUN0039","CLARK TWP 0.7 SSW, NJ US","40.611071","-74.319512","32.3","2024",,,,,,,,,,
"US1NJUN0039","CLARK TWP 0.7 SSW, NJ US","40.611071","-74.319512","32.3","2025",,,,,,,,,,
"US1NJAT0045","HAMILTON TWP 6.6 ESE, NJ US","39.443566","-74.6361","18.6","2023",,,,,,,,,,
"US1NJAT0045","HAMILTON TWP 6.6 ESE, NJ US","39.443566","-74.6361","18.6","2024",,,,,,,,,,
"US1NJUN0036","CLARK TWP 1.3 ENE, NJ US","40.626055","-74.289674","14.3","2023",,,,,,,,,,
"US1NJUN0036","CLARK TWP 1.3 ENE, NJ US","40.626055","-74.289674","14.3","2024",,,,,,,,,,
"US1NJUN0036","CLARK TWP 1.3 ENE, NJ US","40.626055","-74.289674","14.3","2025",,,,,,,,,,
"US1NJAT0049","VENTNOR CITY 0.5 SSW, NJ US","39.33819","-74.48857","2.7","2023",,,,,,,,,,
"US1NJAT0049","VENTNOR CITY 0.5 SSW, NJ US","39.33819","-74.48857","2.7","2024",,,,,,,,,,
"US1NJAT0049","VENTNOR CITY 0.5 SSW, NJ US","39.33819","-74.48857","2.7","2025",,,,,,,,,,
"US1NJAT0046","GALLOWAY TWP 2.9 SW, NJ US","39.457","-74.5087","16.5","2023",,,,,,,,,,
"US1NJAT0046","GALLOWAY TWP 2.9 SW, NJ US","39.457","-74.5087","16.5","2024",,,,,,,,,,
"US1NJAT0046","GALLOWAY TWP 2.9 SW, NJ US","39.457","-74.5087","16.5","2025",,,,,,,,,,
"USC00285195","MANASQUAN 1 NW, NJ US","40.13171","-74.05987","17.1","2023","7","7,0204, ","95","7,0728, ","55.3","7","64.1","7","46.6","7"
"USC00285195","MANASQUAN 1 NW, NJ US","40.13171","-74.05987","17.1","2024","10","7,1224,+","95","7,0829, ","55.1","7","63.9","7","46.3","7"
"USC00285195","MANASQUAN 1 NW, NJ US","40.13171","-74.05987","17.1","2025","8","7,0123,+","100","7,0625, ","53.5","7","61.9","7","45.0","7"
"US1NJMC0011","EWING TWP 1.6 SE, NJ US","40.25189","-74.77509","32.3","2023",,,,,,,,,,
"US1NJMC0011","EWING TWP 1.6 SE, NJ US","40.25189","-74.77509","32.3","2024",,,,,,,,,,
"US1NJMC0011","EWING TWP 1.6 SE, NJ US","40.25189","-74.77509","32.3","2025",,,,,,,,,,
"US1NJCN0034","BARRINGTON 0.8 NE, NJ US","39.878565","-75.041539","17.7","2023",,,,,,,,,,
"US1NJCN0034","BARRINGTON 0.8 NE, NJ US","39.878565","-75.041539","17.7","2024",,,,,,,,,,
"US1NJCN0034","BARRINGTON 0.8 NE, NJ US","39.878565","-75.041539","17.7","2025",,,,,,,,,,
"USW00054785","SOMERSET AIRPORT, NJ US","40.62406","-74.66898","30.1","2023","5","W,0204, ","97","W,0602, ","54.6","W","66.4","W","42.9","W"
"USW00054785","SOMERSET AIRPORT, NJ US","40.62406","-74.66898","30.1","2024","1","W,1223, ","99","W,0802,+","55.2","W","66.8","W","43.5","W"
"USW00054785","SOMERSET AIRPORT, NJ US","40.62406","-74.66898","30.1","2025","-9","d,0122, ","100","d,0624, ","53.0","d","64.5","d","41.4","d"
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023","0","7,0204, ","94","7,0603, ","53.7","7","63.3","7","44.2","7"
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2024","4","7,1224, ","96","7,0717, ","54.0","7","63.7","7","44.3","7"
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2025","-2","7,0123, ","99","7,0625, ","52.1","7","61.6","7","42.6","7"
"US1NJBT0025","WOODLAND TWP 1.8 SW, NJ US","39.821","-74.5383","29.6","2023",,,,,,,,,,
"US1NJBT0025","WOODLAND TWP 1.8 SW, NJ US","39.821","-74.5383","29.6","2024",,,,,,,,,,
"US1NJMS0023","MINE HILL TWP 0.4 NE, NJ US","40.8821","-74.5944","271.9","2023",,,,,,,,,,
"US1NJMS0023","MINE HILL TWP 0.4 NE, NJ US","40.8821","-74.5944","271.9","2024",,,,,,,,,,
"US1NJMS0023","MINE HILL TWP 0.4 NE, NJ US","40.8821","-74.5944","271.9","2025",,,,,,,,,,
"USC00282805","ESTELL MANOR, NJ US","39.38293","-74.82932","25.9","2023","12","7,0205,+","97","7,0908,+","57.1","7","68.7","7","45.5","7"
"USC00282805","ESTELL MANOR, NJ US","39.38293","-74.82932","25.9","2024","5","7,1223, ","97","7,0829,+","56.6","7","68.0","7","45.3","7"
"USC00282805","ESTELL MANOR, NJ US","39.38293","-74.82932","25.9","2025","3","7,0124,+","101","7,0625, ","54.9","7","65.9","7","43.9","7"
"USC00287936","SEABROOK FARMS, NJ US","39.4871","-75.2201","31.7","2023","12","7,0204, ","94","7,0908,+","57.4","7","66.5","7","48.3","7"
"USC00287936","SEABROOK FARMS, NJ US","39.4871","-75.2201","31.7","2024","11","7,1223, ","98","7,0717, ","57.6","7","67.0","7","48.2","7"
"USC00287936","SEABROOK FARMS, NJ US","39.4871","-75.2201","31.7","2025",,,,,,,,,,
"US1NJSM0056","FRANKLIN TWP 5.9 SW, NJ US","40.4078674316406","-74.6198501586914","48.5","2024",,,,,,,,,,
"US1NJSM0056","FRANKLIN TWP 5.9 SW, NJ US","40.4078674316406","-74.6198501586914","48.5","2025",,,,,,,,,,
"USC00282806","EWING 1 ESE, NJ US","40.25986","-74.7863","30.5","2023",,,,,,,,,,
"USC00282806","EWING 1 ESE, NJ US","40.25986","-74.7863","30.5","2024",,,,,,,,,,
"USC00282806","EWING 1 ESE, NJ US","40.25986","-74.7863","30.5","2025",,,,,,,,,,
"US1NJPS0021","WEST MILFORD TWP 2.5 SSE, NJ US","41.073932","-74.367994","284.4","2024",,,,,,,,,,
"US1NJPS0021","WEST MILFORD TWP 2.5 SSE, NJ US","41.073932","-74.367994","284.4","2025",,,,,,,,,,
"US1NJSS0028","MONTAGUE TWP 2.7 WNW, NJ US","41.30371667","-74.78076667","198.1","2023",,,,,,,,,,
"US1NJSS0028","MONTAGUE TWP 2.7 WNW, NJ US","41.30371667","-74.78076667","198.1","2024",,,,,,,,,,
"US1NJSS0028","MONTAGUE TWP 2.7 WNW, NJ US","41.30371667","-74.78076667","198.1","2025",,,,,,,,,,
