"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","EMNT","EMXT","TAVG","TMAX","TMIN"
"US1NJGL0044","SOUTH HARRISON TWP 2.1 ESE, NJ US","39.68253","-75.22395","45.7","2022",,,,,
"US1NJGL0044","SOUTH HARRISON TWP 2.1 ESE, NJ US","39.68253","-75.22395","45.7","2023",,,,,
"US1NJMD0045","WOODBRIDGE TWP 1.1 NNE, NJ US","40.5759108","-74.2846869","21.6","2021",,,,,
"US1NJMD0045","WOODBRIDGE TWP 1.1 NNE, NJ US","40.5759108","-74.2846869","21.6","2022",,,,,
"US1NJSM0002","BERNARDS TWP 0.9 ENE, NJ US","40.683056","-74.552361","91.7","2021",,,,,
"US1NJSM0002","BERNARDS TWP 0.9 ENE, NJ US","40.683056","-74.552361","91.7","2022",,,,,
"US1NJSM0002","BERNARDS TWP 0.9 ENE, NJ US","40.683056","-74.552361","91.7","2023",,,,,
"US1NJSS0039","WANTAGE TWP 1.6 SE, NJ US","41.2283","-74.6033","172.5","2021",,,,,
"US1NJSS0039","WANTAGE TWP 1.6 SE, NJ US","41.2283","-74.6033","172.5","2022",,,,,
"US1NJMD0043","WOODBRIDGE TWP 1.1 ESE, NJ US","40.5554","-74.274","4.0","2021",,,,,
"US1NJMD0043","WOODBRIDGE TWP 1.1 ESE, NJ US","40.5554","-74.274","4.0","2022",,,,,
"US1NJMD0043","WOODBRIDGE TWP 1.1 ESE, NJ US","40.5554","-74.274","4.0","2023",,,,,
"USC00283706","HIGHLAND LAKES 1 SW, NJ US","41.16332","-74.45938","415.4","2021","5","93","49.6","58.3","40.9"
"USC00283706","HIGHLAND LAKES 1 SW, NJ US","41.16332","-74.45938","415.4","2022",,,,,
"USC00283706","HIGHLAND LAKES 1 SW, NJ US","41.16332","-74.45938","415.4","2023","-7","88","50.5","58.8","42.3"
"US1NJOC0017","LACEY TWP 6.3 E, NJ US","39.8626","-74.141","0.6","2021",,,,,
"US1NJOC0017","LACEY TWP 6.3 E, NJ US","39.8626","-74.141","0.6","2022",,,,,
"US1NJPS0012","LITTLE FALLS TWP 0.5 WNW, NJ US","40.879633","-74.227041","58.5","2021",,,,,
"US1NJPS0012","LITTLE FALLS TWP 0.5 WNW, NJ US","40.879633","-74.227041","58.5","2022",,,,,
"US1NJPS0012","LITTLE FALLS TWP 0.5 WNW, NJ US","40.879633","-74.227041","58.5","2023",,,,,
"US1NJSS0040","STILLWATER TWP 1.0 WSW, NJ US","41.0703","-74.88899","272.8","2022",,,,,
"US1NJSS0040","STILLWATER TWP 1.0 WSW, NJ US","41.0703","-74.88899","272.8","2023",,,,,
"US1NJAT0022","GALLOWAY TWP 0.9 E, NJ US","39.4902267456055","-74.4608688354492","9.4","2021",,,,,
"US1NJAT0022","GALLOWAY TWP 0.9 E, NJ US","39.4902267456055","-74.4608688354492","9.4","2022",,,,,
"US1NJAT0022","GALLOWAY TWP 0.9 E, NJ US","39.4902267456055","-74.4608688354492","9.4","2023",,,,,
"USC00283951","HIGHTSTOWN 2 W, NJ US","40.26639","-74.56417","30.5","2021","12","99","55.0","66.1","44.0"
"USC00283951","HIGHTSTOWN 2 W, NJ US","40.26639","-74.56417","30.5","2022","4","101","54.3","66.1","42.4"
"USC00283951","HIGHTSTOWN 2 W, NJ US","40.26639","-74.56417","30.5","2023","7","98","55.5","66.9","44.1"
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","41.025324","-74.223632","109.4","2022",,,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","41.025324","-74.223632","109.4","2023",,,,,
"US1NJMS0006","ROCKAWAY 0.4 NNW, NJ US","40.901836","-74.518873","216.1","2022",,,,,
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2021","19","90","57.2","62.5","51.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2022","10","92","56.2","61.8","50.7"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2023","16","88","57.7","62.9","52.5"
"US1NJWR0020","OXFORD TWP 0.6 SSW, NJ US","40.801434","-74.997822","152.1","2022",,,,,
"US1NJWR0020","OXFORD TWP 0.6 SSW, NJ US","40.801434","-74.997822","152.1","2023",,,,,
"US1NJGL0033","PITMAN 0.7 ENE, NJ US","39.736993","-75.118857","29.0","2023",,,,,
"US1NJMS0087","MOUNT ARLINGTON 0.8 S, NJ US","40.90789","-74.64077","323.7","2021",,,,,
"US1NJMS0087","MOUNT ARLINGTON 0.8 S, NJ US","40.90789","-74.64077","323.7","2022",,,,,
"US1NJMS0087","MOUNT ARLINGTON 0.8 S, NJ US","40.90789","-74.64077","323.7","2023",,,,,
"US1NJWR0023","WHITE TWP 1.7 S, NJ US","40.79635791","-75.04473641","270.7","2021",,,,,
"US1NJWR0023","WHITE TWP 1.7 S, NJ US","40.79635791","-75.04473641","270.7","2022",,,,,
"US1NJWR0023","WHITE TWP 1.7 S, NJ US","40.79635791","-75.04473641","270.7","2023",,,,,
"USC00280848","BLACKWOOD 1 S, NJ US","39.786","-75.06704","14.9","2023",,,,,
"USC00280847","BLACKWELLS MILLS, NJ US","40.45928","-74.58366","24.1","2021",,,,,
"USC00280847","BLACKWELLS MILLS, NJ US","40.45928","-74.58366","24.1","2022",,,,,
"USC00280847","BLACKWELLS MILLS, NJ US","40.45928","-74.58366","24.1","2023",,,,,
"USC00285346","MAYS LANDING 1 W, NJ US","39.45044","-74.74723","8.5","2022",,,,,
"USW00014792","TRENTON MERCER AIRPORT, NJ US","40.27681","-74.81587","57.9","2021","14","96","55.1","64.1","46.1"
"USW00014792","TRENTON MERCER AIRPORT, NJ US","40.27681","-74.81587","57.9","2022","4","98","54.2","64.0","44.5"
"USW00014792","TRENTON MERCER AIRPORT, NJ US","40.27681","-74.81587","57.9","2023","7","93","55.3","64.9","45.8"
"US1NJAT0053","HAMILTON TWP 4.5 NW, NJ US","39.5287758","-74.8125522","29.9","2022",,,,,
"US1NJMC0027","HOPEWELL TWP 2.4 NW, NJ US","40.373523","-74.834657","80.8","2021",,,,,
"US1NJMC0027","HOPEWELL TWP 2.4 NW, NJ US","40.373523","-74.834657","80.8","2022",,,,,
"US1NJMC0027","HOPEWELL TWP 2.4 NW, NJ US","40.373523","-74.834657","80.8","2023",,,,,
"USC00287486","RIEGELSVILLE, NJ US","40.59446","-75.18967","47.9","2021",,,,,
"USC00287486","RIEGELSVILLE, NJ US","40.59446","-75.18967","47.9","2022",,,,,
"USC00287486","RIEGELSVILLE, NJ US","40.59446","-75.18967","47.9","2023",,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","40.85898","-74.05616","0.8","2021","14","98","55.6","64.2","46.9"
"USW00094741","TETERBORO AIRPORT, NJ US","40.85898","-74.05616","0.8","2022",,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","40.85898","-74.05616","0.8","2023","2","99","56.2","65.4","47.0"
"USC00288173","SOMERDALE 4 SW, NJ US","39.83671","-75.04462","16.8","2021",,,,,
"USC00288173","SOMERDALE 4 SW, NJ US","39.83671","-75.04462","16.8","2022",,,,,
"USC00288173","SOMERDALE 4 SW, NJ US","39.83671","-75.04462","16.8","2023",,,,,
"US1NJMN0070","UPPER FREEHOLD TWP 2.3 S, NJ US","40.121713","-74.519761","32.6","2023",,,,,
"US1NJMD0104","HIGHLAND PARK 0.4 NE, NJ US","40.504313","-74.423443","22.3","2023",,,,,
"US1NJMD0069","PLAINSBORO TWP 1.8 ESE, NJ US","40.3319625854492","-74.5537567138672","30.2","2021",,,,,
"US1NJMD0069","PLAINSBORO TWP 1.8 ESE, NJ US","40.3319625854492","-74.5537567138672","30.2","2022",,,,,
"US1NJMD0069","PLAINSBORO TWP 1.8 ESE, NJ US","40.3319625854492","-74.5537567138672","30.2","2023",,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","39.94076","-74.84075","15.2","2021","13","97","56.7","66.4","47.0"
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","39.94076","-74.84075","15.2","2022",,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","39.94076","-74.84075","15.2","2023",,,,,
"USW00013735","MILLVILLE MUNICIPAL AIRPORT, NJ US","39.36623","-75.07778","17.8","2021","14","94","55.9","66.4","45.4"
"USW00013735","MILLVILLE MUNICIPAL AIRPORT, NJ US","39.36623","-75.07778","17.8","2022","4","97","54.9","66.0","43.7"
"USW00013735","MILLVILLE MUNICIPAL AIRPORT, NJ US","39.36623","-75.07778","17.8","2023","11","95","56.0","67.2","44.9"
"US1NJMD0063","SOUTH RIVER 0.3 WSW, NJ US","40.443664","-74.384371","19.5","2021",,,,,
"US1NJMD0063","SOUTH RIVER 0.3 WSW, NJ US","40.443664","-74.384371","19.5","2022",,,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","40.45623","-74.241325","7.6","2021",,,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","40.45623","-74.241325","7.6","2022",,,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","40.45623","-74.241325","7.6","2023",,,,,
"USC00280734","BELVIDERE BRIDGE, NJ US","40.82915","-75.08339","80.2","2021","9","95","51.5","62.6","40.4"
"USC00280734","BELVIDERE BRIDGE, NJ US","40.82915","-75.08339","80.2","2022","-7","96","51.4","63.5","39.3"
"USC00280734","BELVIDERE BRIDGE, NJ US","40.82915","-75.08339","80.2","2023","-6","96","53.2","64.6","41.8"
"US1NJMS0011","BOONTON 0.6 NW, NJ US","40.909623","-74.414145","188.7","2023",,,,,
"US1NJWR0034","BLAIRSTOWN TWP 2.4 E, NJ US","40.9814","-74.9523","139.9","2021",,,,,
"US1NJWR0034","BLAIRSTOWN TWP 2.4 E, NJ US","40.9814","-74.9523","139.9","2022",,,,,
"US1NJWR0034","BLAIRSTOWN TWP 2.4 E, NJ US","40.9814","-74.9523","139.9","2023",,,,,
"US1NJCD0001","UPPER DEERFIELD TWP 1.7 SW, NJ US","39.475532","-75.238314","21.9","2021",,,,,
"US1NJCD0001","UPPER DEERFIELD TWP 1.7 SW, NJ US","39.475532","-75.238314","21.9","2022",,,,,
"US1NJCD0001","UPPER DEERFIELD TWP 1.7 SW, NJ US","39.475532","-75.238314","21.9","2023",,,,,
"US1NJWR0035","WASHINGTON TWP 1.8 SE, NJ US","40.738476","-74.957906","127.1","2021",,,,,
"US1NJWR0035","WASHINGTON TWP 1.8 SE, NJ US","40.738476","-74.957906","127.1","2023",,,,,
"US1NJSM0068","MANVILLE 0.6 W, NJ US","40.54261","-74.60065","18.6","2021",,,,,
"US1NJSM0068","MANVILLE 0.6 W, NJ US","40.54261","-74.60065","18.6","2022",,,,,
"US1NJSM0068","MANVILLE 0.6 W, NJ US","40.54261","-74.60065","18.6","2023",,,,,
"US1NJMS0094","JEFFERSON TWP 4.4 SW, NJ US","40.964044","-74.621629","292.0","2021",,,,,
"US1NJMS0094","JEFFERSON TWP 4.4 SW, NJ US","40.964044","-74.621629","292.0","2022",,,,,
"US1NJMS0094","JEFFERSON TWP 4.4 SW, NJ US","40.964044","-74.621629","292.0","2023",,,,,
"US1NJSM0065","HILLSBOROUGH TWP 3.5 SE, NJ US","40.467727","-74.621788","34.7","2021",,,,,
"US1NJSM0065","HILLSBOROUGH TWP 3.5 SE, NJ US","40.467727","-74.621788","34.7","2022",,,,,
"US1NJSM0065","HILLSBOROUGH TWP 3.5 SE, NJ US","40.467727","-74.621788","34.7","2023",,,,,
"US1NJWR0037","FRELINGHUYSEN TWP 1.5 WNW, NJ US","40.9715","-74.9198","207.3","2021",,,,,
"US1NJWR0037","FRELINGHUYSEN TWP 1.5 WNW, NJ US","40.9715","-74.9198","207.3","2022",,,,,
"US1NJWR0037","FRELINGHUYSEN TWP 1.5 WNW, NJ US","40.9715","-74.9198","207.3","2023",,,,,
"US1NJSM0066","FAR HILLS 1.2 S, NJ US","40.67335","-74.62358333","82.3","2021",,,,,
"US1NJSM0066","FAR HILLS 1.2 S, NJ US","40.67335","-74.62358333","82.3","2023",,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","40.0135","-74.81796","17.7","2021","11","97","55.4","65.3","45.5"
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","40.0135","-74.81796","17.7","2022","4","98","54.5","65.2","43.8"
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","40.0135","-74.81796","17.7","2023","8","97","55.8","66.3","45.3"
"USC00287899","SCHOOLEY S MOUNTAIN 1 SW, NJ US","40.78578","-74.83188","301.1","2021","10","92","51.0","59.8","42.1"
"USC00287899","SCHOOLEY S MOUNTAIN 1 SW, NJ US","40.78578","-74.83188","301.1","2022","-1","91","50.5","60.4","40.6"
"USC00287899","SCHOOLEY S MOUNTAIN 1 SW, NJ US","40.78578","-74.83188","301.1","2023","0","93","52.3","62.2","42.4"
"US1NJUN0039","CLARK TWP 0.7 SSW, NJ US","40.611071","-74.319512","32.3","2023",,,,,
"US1NJAT0045","HAMILTON TWP 6.6 ESE, NJ US","39.443566","-74.6361","18.6","2021",,,,,
"US1NJAT0045","HAMILTON TWP 6.6 ESE, NJ US","39.443566","-74.6361","18.6","2022",,,,,
"US1NJAT0045","HAMILTON TWP 6.6 ESE, NJ US","39.443566","-74.6361","18.6","2023",,,,,
"US1NJAT0048","SOMERS POINT 0.4 N, NJ US","39.3227","-74.6064","2.7","2021",,,,,
"US1NJAT0048","SOMERS POINT 0.4 N, NJ US","39.3227","-74.6064","2.7","2023",,,,,
"US1NJUN0036","CLARK TWP 1.3 ENE, NJ US","40.626055","-74.289674","14.3","2021",,,,,
"US1NJUN0036","CLARK TWP 1.3 ENE, NJ US","40.626055","-74.289674","14.3","2022",,,,,
"US1NJUN0036","CLARK TWP 1.3 ENE, NJ US","40.626055","-74.289674","14.3","2023",,,,,
"US1NJAT0049","VENTNOR CITY 0.5 SSW, NJ US","39.33819","-74.48857","2.7","2023",,,,,
"US1NJAT0046","GALLOWAY TWP 2.9 SW, NJ US","39.457","-74.5087","16.5","2021",,,,,
"US1NJAT0046","GALLOWAY TWP 2.9 SW, NJ US","39.457","-74.5087","16.5","2022",,,,,
"US1NJAT0046","GALLOWAY TWP 2.9 SW, NJ US","39.457","-74.5087","16.5","2023",,,,,
"USC00285195","MANASQUAN 1 NW, NJ US","40.13171","-74.05987","17.1","2022","6","101","54.6","64.2","44.9"
"USC00285195","MANASQUAN 1 NW, NJ US","40.13171","-74.05987","17.1","2023","7","95","55.3","64.1","46.6"
"US1NJMC0011","EWING TWP 1.6 SE, NJ US","40.25189","-74.77509","32.3","2021",,,,,
"US1NJMC0011","EWING TWP 1.6 SE, NJ US","40.25189","-74.77509","32.3","2022",,,,,
"US1NJMC0011","EWING TWP 1.6 SE, NJ US","40.25189","-74.77509","32.3","2023",,,,,
"US1NJCN0034","BARRINGTON 0.8 NE, NJ US","39.878565","-75.041539","17.7","2023",,,,,
"USW00054785","SOMERSET AIRPORT, NJ US","40.62406","-74.66898","30.1","2021","7","98","54.2","65.4","43.0"
"USW00054785","SOMERSET AIRPORT, NJ US","40.62406","-74.66898","30.1","2022","1","101","53.5","65.6","41.4"
"USW00054785","SOMERSET AIRPORT, NJ US","40.62406","-74.66898","30.1","2023","5","97","54.6","66.4","42.9"
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2021","9","95","53.0","62.3","43.7"
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2022","3","96","52.4","62.3","42.6"
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023","0","94","53.7","63.3","44.2"
"USW00054779","AEROFLEX ANDOVER AIRPORT, NJ US","41.00928","-74.73633","176.8","2021","-1","96","53.4","63.4","43.4"
"USW00054779","AEROFLEX ANDOVER AIRPORT, NJ US","41.00928","-74.73633","176.8","2022",,,,,
"US1NJBT0025","WOODLAND TWP 1.8 SW, NJ US","39.821","-74.5383","29.6","2021",,,,,
"US1NJBT0025","WOODLAND TWP 1.8 SW, NJ US","39.821","-74.5383","29.6","2023",,,,,
"US1NJMS0023","MINE HILL TWP 0.4 NE, NJ US","40.8821","-74.5944","271.9","2021",,,,,
"US1NJMS0023","MINE HILL TWP 0.4 NE, NJ US","40.8821","-74.5944","271.9","2022",,,,,
"US1NJMS0023","MINE HILL TWP 0.4 NE, NJ US","40.8821","-74.5944","271.9","2023",,,,,
"US1NJGL0012","WASHINGTON TWP 2.1 NNW, NJ US","39.773862","-75.092523","27.4","2021",,,,,
"US1NJGL0012","WASHINGTON TWP 2.1 NNW, NJ US","39.773862","-75.092523","27.4","2022",,,,,
"US1NJGL0012","WASHINGTON TWP 2.1 NNW, NJ US","39.773862","-75.092523","27.4","2023",,,,,
"USC00282805","ESTELL MANOR, NJ US","39.38293","-74.82932","25.9","2021","11","96","56.2","67.1","45.4"
"USC00282805","ESTELL MANOR, NJ US","39.38293","-74.82932","25.9","2022","3","99","55.6","67.3","43.8"
"USC00282805","ESTELL MANOR, NJ US","39.38293","-74.82932","25.9","2023","12","97","57.1","68.7","45.5"
"USC00287936","SEABROOK FARMS, NJ US","39.4871","-75.2201","31.7","2021",,"95",,"65.4",
"USC00287936","SEABROOK FARMS, NJ US","39.4871","-75.2201","31.7","2022","6","97","56.1","65.4","46.9"
"USC00287936","SEABROOK FARMS, NJ US","39.4871","-75.2201","31.7","2023","12","94","57.4","66.5","48.3"
"US1NJSM0056","FRANKLIN TWP 5.9 SW, NJ US","40.4078674316406","-74.6198501586914","48.5","2021",,,,,
"USC00282806","EWING 1 ESE, NJ US","40.25986","-74.7863","30.5","2021",,,,,
"USC00282806","EWING 1 ESE, NJ US","40.25986","-74.7863","30.5","2022",,,,,
"USC00282806","EWING 1 ESE, NJ US","40.25986","-74.7863","30.5","2023",,,,,
"US1NJSS0028","MONTAGUE TWP 2.7 WNW, NJ US","41.30371667","-74.78076667","198.1","2021",,,,,
"US1NJSS0028","MONTAGUE TWP 2.7 WNW, NJ US","41.30371667","-74.78076667","198.1","2022",,,,,
"US1NJSS0028","MONTAGUE TWP 2.7 WNW, NJ US","41.30371667","-74.78076667","198.1","2023",,,,,
